,ac,mean_cruise_altitude,max_cruise_altitude,distance,takeoff_mass,landing_mass,mean_cruise_tas,mean_cruise_mach
315,a320,40868.96551724138,41000,3660,55140,47070,470.0,0.8200000000000001
316,a320,34987.5,36000,1880,63170,58610,472.875,0.82
317,a320,39988.57142857143,41000,4250,59150,49560,470.0,0.8200000000000001
318,a320,31883.333333333332,33500,3660,73870,64690,479.31666666666666,0.8200000000000001
319,a320,40503.44827586207,41000,2180,55800,50850,470.0,0.8200000000000001
320,a320,33427.27272727273,34200,1780,67180,62750,475.95454545454544,0.82
321,a320,40664.0,41000,1980,55140,50630,470.0,0.82
322,a320,37741.666666666664,38200,900,59820,57640,470.0,0.8199916666666667
323,a320,33991.666666666664,34900,1880,65840,61210,474.9166666666667,0.82
324,a320,34333.333333333336,35800,2770,65840,59130,474.1190476190476,0.82
325,a320,40946.42857142857,41000,2080,51120,46540,470.0,0.8200000000000001
326,a320,32479.41176470588,33500,2380,70530,64580,478.02941176470586,0.82
327,a320,40688.88888888889,41000,2080,55140,50420,470.0,0.8200000000000001
328,a320,40486.666666666664,41000,3760,57140,48740,470.0,0.8200000000000001
329,a320,40948.3870967742,41000,3860,54470,46030,470.0,0.8200000000000001
330,a320,37847.05882352941,38800,2380,61830,56200,470.0,0.8199499999999998
331,a320,39917.94871794872,41000,2670,57810,51700,470.0,0.8199564102564103
332,a320,31661.666666666668,33300,3660,74540,65330,479.75,0.8200000000000001
333,a320,40668.88888888889,41000,2970,55800,49160,470.0,0.82
334,a320,32111.666666666668,33800,3660,73200,64060,478.76666666666665,0.8200000000000001
335,a320,39167.605633802814,41000,4250,61160,51410,470.0,0.8199943661971832
336,a320,32314.583333333332,33700,3070,71870,64200,478.3125,0.82
337,a320,33955.555555555555,35200,2480,66510,60470,474.8611111111111,0.82
338,a320,37364.28571428572,37800,1090,61160,58500,470.0,0.8199571428571428
339,a320,33823.333333333336,34900,2180,66510,61160,475.2,0.8200000000000001
340,a320,32670.0,33300,1690,69190,64940,477.55,0.82
341,a320,37733.333333333336,38300,1590,61160,57340,470.0,0.8199111111111111
342,a320,40952.94117647059,41000,2380,51120,45930,470.0,0.82
343,a320,32800.0,33200,900,67180,64910,477.3076923076923,0.8200000000000001
344,a320,40961.53846153846,41000,1090,53130,50610,470.0,0.8200000000000001
345,a320,31896.0,33300,3170,73200,65250,479.2,0.82
346,a320,32591.666666666668,34600,4250,72540,62010,477.72222222222223,0.8200000000000001
347,a320,40319.14893617021,41000,3070,57140,50220,470.0,0.82
348,a320,37888.46153846154,39500,3270,62500,54830,470.25,0.8199615384615384
349,a320,41000.0,41000,3760,51120,43090,470.0,0.8200000000000001
350,a320,40866.07142857143,41000,3560,55140,47280,470.0,0.8200000000000001
351,a320,34728.57142857143,35400,990,62500,60050,473.35714285714283,0.8200000000000001
352,a320,38436.36363636364,39700,2870,61160,54450,470.0,0.8199590909090908
353,a320,36604.34782608696,38600,2970,63840,56770,471.2608695652174,0.8199652173913045
354,a320,33735.71428571428,34500,990,65170,62680,475.42857142857144,0.8200000000000001
355,a320,40293.54838709677,41000,2280,56470,51280,470.0,0.8199935483870968
356,a320,33300.0,33800,900,65840,63590,476.3076923076923,0.8200000000000001
357,a320,40927.77777777778,41000,1590,51120,47580,470.0,0.82
358,a320,40950.0,41000,2180,51790,46980,470.0,0.8200000000000001
359,a320,34140.90909090909,35700,2870,66510,59540,474.45454545454544,0.82
360,a320,31703.225806451614,33400,3760,74540,65090,479.6774193548387,0.8200000000000001
361,a320,40206.25,41000,1490,55800,52350,469.9375,0.8197999999999999
362,a320,39663.46153846154,41000,3360,59150,51470,470.0,0.8199846153846154
363,a320,34313.333333333336,35400,1090,63840,61130,474.1333333333333,0.8200000000000001
364,a320,40882.92682926829,41000,2770,54470,48310,470.0,0.82
365,a320,40855.555555555555,41000,2480,54470,48930,470.0,0.82
366,a320,32173.333333333332,33100,2180,71200,65700,478.7,0.8200000000000001
367,a320,32884.61538461538,33500,800,66510,64490,477.2307692307692,0.8200000000000001
368,a320,31938.46153846154,33400,3270,73200,65010,479.13461538461536,0.8200000000000001
369,a320,40940.0,41000,1290,53130,50180,470.0,0.8200000000000001
370,a320,32531.03448275862,34200,3560,71870,63020,477.8965517241379,0.8200000000000001
371,a320,32173.076923076922,33700,3270,72540,64370,478.6923076923077,0.8200000000000001
372,a320,32676.470588235294,33800,1290,68520,65250,477.52941176470586,0.82
373,a320,40395.65217391304,41000,1880,55800,51490,470.0,0.8199434782608696
374,a320,39250.0,39700,600,55140,53690,470.0,0.82
375,a320,34984.61538461538,35500,990,61830,59390,472.6923076923077,0.8200000000000001
376,a320,40933.333333333336,41000,1390,53800,50620,470.0,0.8200000000000001
377,a320,40966.0,41000,3170,52460,45570,470.0,0.82
378,a320,37143.333333333336,39300,3660,63840,55210,470.96666666666664,0.81996
379,a320,39100.0,39400,900,57140,55010,470.0,0.82
380,a320,40964.583333333336,41000,3070,51120,44500,470.0,0.82
381,a320,38635.71428571428,39400,2080,59820,54930,470.0,0.8199357142857143
382,a320,32095.714285714286,34000,4150,73870,63510,478.85714285714283,0.8200000000000001
383,a320,37414.705882352944,39700,4060,63840,54330,470.8529411764706,0.8199705882352941
384,a320,32183.783783783783,34200,4350,73870,63040,478.63513513513516,0.8200000000000001
385,a320,34380.0,34900,700,62500,60750,474.0,0.82
386,a320,40895.833333333336,41000,4350,55140,45630,470.0,0.8200000000000001
387,a320,34059.61538461538,35800,3270,67180,59260,474.6923076923077,0.8200000000000001
388,a320,40895.744680851065,41000,3070,54470,47680,470.0,0.82
389,a320,33902.083333333336,38100,3360,65840,57620,454.7708333333333,0.7845895833333335
390,a320,33845.23809523809,35300,2770,67180,60420,475.1190476190476,0.82
391,a320,34225.0,35900,3070,66510,59080,474.3125,0.82
392,a320,34761.53846153846,35800,1980,63840,59030,473.11538461538464,0.8200000000000001
393,a320,34523.529411764706,36000,1390,63840,60420,473.70588235294116,0.82
394,a320,37425.0,37900,900,60490,58300,470.0,0.82
395,a320,37946.2962962963,39600,3360,62500,54610,470.24074074074076,0.8199629629629628
396,a320,39293.75,40200,1490,57810,54310,469.875,0.81974375
397,a320,35045.94594594595,38300,4350,67850,57400,473.5135135135135,0.819968918918919
398,a320,34994.444444444445,37800,3360,66510,58400,473.35185185185185,0.8199518518518519
399,a320,36947.05882352941,39500,4060,64500,54950,471.3235294117647,0.819964705882353
400,a320,31478.125,33200,4060,75880,65640,480.171875,0.8200000000000001
401,a320,35014.28571428572,35200,600,59820,58340,472.7142857142857,0.8200000000000001
402,a320,40705.882352941175,41000,3270,55800,48530,470.0,0.82
403,a320,33116.666666666664,34100,2180,68520,63110,476.76666666666665,0.8200000000000001
404,a320,34493.181818181816,38300,3560,65840,57200,462.52272727272725,0.7986522727272726
405,a320,39372.72727272727,39700,900,56470,54350,470.0,0.82
406,a320,31961.904761904763,33200,2770,72540,65560,479.14285714285717,0.82
407,a320,41000.0,41000,3860,51120,42890,470.0,0.8200000000000001
408,a320,38841.666666666664,39800,2480,59820,54050,470.0,0.8199527777777779
409,a320,33092.5,34400,2670,69190,62580,476.675,0.82
410,a320,40474.41860465116,41000,2870,56470,50010,470.0,0.82
411,a320,35681.57894736842,37900,2570,64500,58310,472.2894736842105,0.8199315789473685
412,a320,40100.0,40700,1880,56470,52140,470.0,0.8199260869565217
413,a320,33796.77419354839,35800,3760,68520,59380,475.241935483871,0.8200000000000001
414,a320,32300.0,34000,3560,72540,63660,478.41379310344826,0.8200000000000001
415,a320,38939.28571428572,39700,2080,59150,54290,470.0,0.8199392857142858
416,a320,33770.833333333336,36000,4250,69190,58870,475.27777777777777,0.8200000000000001
417,a320,40863.63636363636,41000,2380,54470,49140,470.0,0.82
418,a320,35422.72727272727,37900,2870,65170,58270,472.6136363636364,0.8199409090909092
419,a320,33366.666666666664,34400,2180,67850,62460,476.1,0.8200000000000001
420,a320,38684.61538461538,39100,1090,58480,55870,470.0,0.819923076923077
421,a320,34200.0,34400,500,60490,59230,474.25,0.82
422,a320,33650.0,34400,1690,66510,62330,475.4,0.82
423,a320,32489.285714285714,34100,3460,71870,63260,478.05357142857144,0.8200000000000001
424,a320,32421.875,34200,3860,72540,62950,478.109375,0.8200000000000001
425,a320,40891.11111111111,41000,2970,54470,47890,470.0,0.82
426,a320,32666.666666666668,33400,990,67850,65320,477.6666666666667,0.8200000000000001
427,a320,33776.0,35400,3170,67850,60130,475.24,0.82
428,a320,34695.454545454544,35600,1780,63840,59490,473.1818181818182,0.82
429,a320,38654.6875,40400,3860,61830,52900,470.0,0.819971875
430,a320,40250.0,40700,600,53130,51700,470.0,0.82
431,a320,40242.857142857145,41000,3560,57810,49790,470.0,0.8200000000000001
432,a320,40961.36363636364,41000,2870,51790,45550,470.0,0.82
433,a320,40966.0,41000,3170,51790,44940,470.0,0.82
434,a320,40966.0,41000,3170,51120,44300,470.0,0.82
435,a320,34622.22222222222,35000,700,61830,60090,473.55555555555554,0.82
436,a320,35993.181818181816,38200,2870,64500,57630,471.97727272727275,0.8199477272727271
437,a320,32385.714285714286,33100,1690,69860,65600,478.2857142857143,0.82
438,a320,33276.666666666664,35100,3660,69860,60880,476.31666666666666,0.8200000000000001
439,a320,32603.571428571428,33500,2080,69860,64640,477.7857142857143,0.8200000000000001
440,a320,40602.7027027027,41000,2570,55800,50000,470.0,0.82
441,a320,38000.0,39000,1490,60490,56920,469.88235294117646,0.8197470588235295
442,a320,38875.0,39500,1390,58480,55190,470.0,0.8198375
443,a320,32787.142857142855,34800,4150,71870,61620,477.37142857142857,0.8200000000000001
444,a320,38225.0,38800,1390,59820,56500,470.0,0.819925
445,a320,40961.36363636364,41000,2870,53130,46820,470.0,0.82
446,a320,40950.0,41000,2280,52460,47420,470.0,0.82
447,a320,40993.75,41000,1390,51120,48000,470.0,0.82
448,a320,39566.666666666664,40100,700,55140,53470,470.0,0.82
449,a320,33108.10810810811,35300,4350,71200,60520,476.7027027027027,0.8200000000000001
450,a320,32541.176470588234,33700,1390,69190,65660,477.94117647058823,0.82
451,a320,37079.31034482759,39300,3560,63840,55430,471.0,0.8199568965517242
452,a320,36309.45945945946,39200,4350,65840,55530,472.0405405405405,0.8199783783783785
453,a320,37600.0,38300,1390,61160,57800,470.0,0.8198749999999999
454,a320,32047.82608695652,33400,2970,72540,65080,478.9347826086956,0.82
455,a320,40951.470588235294,41000,4150,54470,45420,470.0,0.8200000000000001
456,a320,39866.12903225807,41000,3860,59150,50400,470.0,0.8200000000000001
457,a320,37968.42105263158,39100,2570,61830,55750,470.0,0.8199315789473685
458,a320,35300.0,35500,600,59150,57670,472.14285714285717,0.8200000000000001
459,a320,37770.833333333336,39300,3070,62500,55280,470.2708333333333,0.81995
460,a320,32550.0,34000,3070,71200,63560,477.8958333333333,0.82
461,a320,40917.857142857145,41000,2080,53800,49130,470.0,0.8200000000000001
462,a320,32463.636363636364,33800,2870,71200,64040,478.04545454545456,0.82
463,a320,32846.42857142857,33800,2080,69190,63990,477.25,0.8200000000000001
464,a320,40750.0,41000,1590,54470,50840,470.0,0.82
465,a320,40953.333333333336,41000,1290,52460,49520,470.0,0.8200000000000001
466,a320,38295.454545454544,40200,3960,62500,53300,470.1969696969697,0.8199757575757577
467,a320,40804.255319148935,41000,3070,55140,48320,470.0,0.82
468,a320,31576.785714285714,33100,3460,74540,65810,479.98214285714283,0.8200000000000001
469,a320,38180.645161290326,40000,3760,62500,53740,470.2096774193548,0.8199741935483872
470,a320,38406.666666666664,38900,1190,59150,56300,470.0,0.8199666666666666
471,a320,40134.375,41000,3960,58480,49570,470.0,0.8200000000000001
472,a320,32656.25,34500,3860,71870,62320,477.671875,0.8200000000000001
473,a320,38340.0,38700,600,57140,55680,470.0,0.82
474,a320,33962.5,35100,1290,65170,61970,474.875,0.82
475,a320,40967.92452830189,41000,3360,53130,45800,470.0,0.8200000000000001
476,a320,38050.0,38100,500,55800,54580,470.0,0.82
477,a320,40819.60784313725,41000,3270,55140,47900,470.0,0.82
478,a320,40978.57142857143,41000,1090,51120,48640,470.0,0.8200000000000001
479,a320,37159.375,38400,2280,62500,57060,470.5,0.81995
480,a320,40692.857142857145,41000,4250,56470,47080,470.0,0.8200000000000001
481,a320,32971.739130434784,34400,2970,69860,62520,476.9782608695652,0.82
482,a320,39864.86486486487,40900,2570,57810,51920,470.0,0.8199540540540542
483,a320,31757.534246575342,33700,4350,75210,64300,479.5342465753425,0.8200000000000001
484,a320,39353.65853658537,40500,2770,59150,52760,470.0,0.8199585365853658
485,a320,34670.0,35500,1690,63840,59720,473.4,0.82
486,a320,32929.41176470588,34100,1290,67850,64600,477.11764705882354,0.82
487,a320,36716.666666666664,38300,2480,63170,57250,470.97222222222223,0.8199472222222223
488,a320,40762.16216216216,41000,2570,55140,49360,470.0,0.82
489,a320,40903.92156862745,41000,3270,54470,47270,470.0,0.82
490,a320,33532.0,35100,3170,68520,60770,475.8,0.82
491,a320,34420.0,35200,1690,64500,60370,473.9,0.82
492,a320,32605.0,33800,2670,70530,63870,477.725,0.82
493,a320,33402.27272727273,34800,2870,68520,61470,476.0681818181818,0.82
494,a320,31500.0,33100,3760,75210,65720,480.11475409836066,0.8200000000000001
495,a320,32874.32432432433,35000,4350,71870,61150,477.2027027027027,0.8200000000000001
496,a320,33276.31578947369,34500,2570,68520,62170,476.39473684210526,0.82
497,a320,39356.6037735849,40800,3360,59820,52100,470.0,0.8199679245283018
498,a320,33478.57142857143,34200,990,65840,63340,475.92857142857144,0.8200000000000001
499,a320,33817.64705882353,35200,1490,65840,62150,475.1764705882353,0.82
500,a320,34128.57142857143,34500,600,62500,60990,474.57142857142856,0.8200000000000001
501,a320,40942.307692307695,41000,1980,53130,48690,470.0,0.8200000000000001
502,a320,33528.94736842105,34800,2570,67850,61520,475.7368421052632,0.82
503,a320,41000.0,41000,3560,53130,45390,470.0,0.8200000000000001
504,a320,34290.0,35700,2670,65840,59360,474.2,0.82
505,a320,32650.0,33900,2770,70530,63630,477.6666666666667,0.82
506,a320,32423.809523809523,33700,2770,71200,64270,478.0952380952381,0.82
507,a320,32279.166666666668,33000,1880,70530,65770,478.4583333333333,0.82
508,a320,40800.0,41000,1880,54470,50200,470.0,0.82
509,a320,37616.21621621621,40000,4350,63840,53670,470.7837837837838,0.8199756756756758
510,a320,39257.142857142855,40000,2080,58480,53640,470.0,0.8199392857142858
511,a320,37930.0,40100,4150,63170,53490,470.5,0.819977142857143
512,a320,34040.0,35100,1090,64500,61790,474.73333333333335,0.8200000000000001
513,a320,37159.45945945946,39800,4350,64500,54290,471.2162162162162,0.819972972972973
514,a320,38351.470588235294,40300,4060,62500,53080,470.19117647058823,0.8199764705882353
515,a320,39540.0,40000,800,55800,53910,470.0,0.82
516,a320,33038.333333333336,34800,3660,70530,61520,476.8333333333333,0.8200000000000001
517,a320,41000.0,41000,3660,51790,43920,470.0,0.8200000000000001
518,a320,37846.153846153844,38300,990,59820,57410,470.0,0.8200000000000001
519,a320,39844.0,40500,1980,57140,52570,470.0,0.819932
520,a320,39100.0,40000,2380,59150,53630,470.0,0.81995
521,a320,32850.0,34100,2670,69860,63220,477.3,0.82
522,a320,37018.57142857143,39600,4150,64500,54730,471.2857142857143,0.819967142857143
523,a320,40636.58536585366,41000,2770,55800,49580,470.0,0.82
524,a320,40580.0,41000,2480,55800,50220,470.0,0.82
525,a320,34968.181818181816,35900,1780,63170,58840,472.90909090909093,0.82
526,a320,40780.48780487805,41000,2770,55140,48940,470.0,0.82
527,a320,40203.7037037037,40900,2080,56470,51710,470.0,0.819937037037037
528,a320,37465.0,38100,1690,61830,57770,470.0,0.8199
529,a320,33880.30303030303,36000,3960,68520,58920,475.09090909090907,0.8200000000000001
530,a320,32630.76923076923,34200,3270,71200,63090,477.6730769230769,0.8200000000000001
531,a320,40634.48275862069,41000,3660,56470,48330,470.0,0.8200000000000001
532,a320,38733.333333333336,39200,1190,58480,55640,470.0,0.8199133333333333
533,a320,38325.0,39500,2670,61160,54890,470.0,0.8199500000000001
534,a320,36500.0,39100,4060,65170,55570,471.69117647058823,0.8199764705882353
535,a320,40941.666666666664,41000,1880,51120,46960,470.0,0.82
536,a320,32353.571428571428,33200,2080,70530,65290,478.2142857142857,0.8200000000000001
537,a320,38163.63636363636,38800,1780,60490,56240,470.0,0.8198863636363636
538,a320,38996.666666666664,39800,2180,59150,54070,470.0,0.8199433333333334
539,a320,39773.333333333336,40200,1290,56470,53450,470.0,0.8199666666666666
540,a320,40959.52380952381,41000,2770,51120,45110,470.0,0.82
541,a320,33445.58823529412,35500,4060,69860,59960,476.0,0.8200000000000001
542,a320,35819.354838709674,38500,3760,65840,56870,472.4193548387097,0.8199693548387096
543,a320,40950.0,41000,2280,53130,48070,470.0,0.82
544,a320,32239.39393939394,34100,3960,73200,63350,478.530303030303,0.8200000000000001
545,a320,40968.51851851852,41000,3360,51120,43900,470.0,0.8200000000000001
546,a320,33080.645161290326,34900,3760,70530,61290,476.758064516129,0.8200000000000001
547,a320,40900.0,41000,3170,54470,47480,470.0,0.82
548,a320,39070.149253731346,40900,4060,61160,51840,470.0,0.8199865671641792
549,a320,36148.57142857143,38900,4150,65840,55970,472.15714285714284,0.819977142857143
550,a320,32138.88888888889,34100,4250,73870,63270,478.77777777777777,0.8200000000000001
551,a320,39018.51851851852,40500,3360,60490,52730,470.0,0.8199685185185186
552,a320,40950.0,41000,4060,54470,45620,470.0,0.8200000000000001
553,a320,40957.142857142855,41000,1090,52460,49960,470.0,0.8200000000000001
554,a320,32361.53846153846,32900,800,67850,65810,478.15384615384613,0.8200000000000001
555,a320,33015.0,34500,2180,67180,61730,469.15,0.8067
556,a320,35425.0,35700,500,57810,56570,471.75,0.82
557,a320,32777.083333333336,34200,3070,70530,62920,477.3541666666667,0.82
558,a320,32829.41176470588,34000,1490,68520,64770,477.2352941176471,0.82
559,a320,32963.63636363636,33700,1780,68520,64050,476.95454545454544,0.82
560,a320,32776.470588235294,34000,1390,68520,65010,477.3529411764706,0.82
561,a320,34919.354838709674,38000,3760,67180,58120,473.5967741935484,0.8199580645161292
562,a320,33000.0,33300,600,65170,63640,476.875,0.82
563,a320,33316.12903225807,35200,3760,69860,60650,476.2258064516129,0.8200000000000001
564,a320,36801.5625,39300,3860,64500,55390,471.40625,0.8199609375000001
565,a320,40960.0,41000,2670,52460,46600,470.0,0.82
566,a320,33720.833333333336,34600,1880,66510,61860,475.375,0.82
567,a320,40988.333333333336,41000,3760,53800,45610,470.0,0.8200000000000001
568,a320,39965.0,40500,1690,56470,52570,470.0,0.819915
569,a320,37106.666666666664,37600,1190,61830,58920,470.0,0.81996
570,a320,40330.30303030303,41000,2380,56470,51070,470.0,0.82
571,a320,37550.0,39900,4250,63840,53890,470.80555555555554,0.819975
572,a320,40950.0,41000,2280,51120,46130,470.0,0.82
573,a320,39762.22222222222,41000,2970,58480,51700,470.0,0.819962222222222
574,a320,33020.0,35100,4150,71200,60990,476.85714285714283,0.8200000000000001
575,a320,34940.0,35800,1690,63170,59060,472.9,0.82
576,a320,34603.333333333336,35800,2180,64500,59220,473.53333333333336,0.8200000000000001
577,a320,39188.88888888889,39800,700,55800,54130,470.0,0.82
578,a320,38211.11111111111,38800,700,57810,56120,470.0,0.82
579,a320,31618.96551724138,33200,3560,74540,65570,479.87931034482756,0.8200000000000001
580,a320,38815.942028985504,40700,4150,61830,52250,470.0,0.8199826086956521
581,a320,37447.5,38800,2670,62500,56160,470.4,0.81996
582,a320,40773.333333333336,41000,3760,55800,47490,470.0,0.8200000000000001
583,a320,40987.03703703704,41000,3460,53800,46220,470.0,0.8200000000000001
584,a320,38336.53846153846,39800,3270,61830,54200,470.0,0.8199653846153846
585,a320,36961.90476190476,38600,2770,63170,56580,470.8333333333333,0.8199619047619048
586,a320,40930.0,41000,1690,53130,49320,470.0,0.82
587,a320,32156.451612903227,33900,3760,73200,63820,478.69354838709677,0.8200000000000001
588,a320,39750.0,41000,4250,59820,50180,470.0,0.8200000000000001
589,a320,31856.25,33200,3070,73200,65490,479.2708333333333,0.82
590,a320,33925.0,34100,500,61160,59900,475.0,0.82
591,a320,38120.454545454544,39400,2870,61830,55090,470.0,0.8199545454545454
592,a320,40942.307692307695,41000,1980,51790,47400,470.0,0.8200000000000001
593,a320,32742.647058823528,34700,4060,71870,61850,477.44117647058823,0.8200000000000001
594,a320,33273.07692307692,34200,1980,67850,62930,476.15384615384613,0.8200000000000001
595,a320,33302.94117647059,35700,2570,66510,60170,466.70588235294116,0.8037117647058823
596,a320,33197.05882352941,34300,2380,68520,62640,476.52941176470586,0.82
597,a320,33780.0,34700,1090,65170,62450,475.26666666666665,0.8200000000000001
598,a320,37790.625,38700,2280,61830,56420,470.0,0.81995
599,a320,34922.22222222222,35700,1590,63170,59290,472.94444444444446,0.82
600,a320,32993.10344827586,34700,3560,70530,61750,476.91379310344826,0.8200000000000001
601,a320,36640.0,39000,3660,64500,55840,471.5,0.8199733333333333
602,a320,39187.5,39800,1390,57810,54540,470.0,0.81984375
603,a320,33531.944444444445,35700,4250,69860,59500,475.77777777777777,0.8200000000000001
604,a320,33232.75862068965,35000,3560,69860,61120,476.44827586206895,0.8200000000000001
605,a320,33255.71428571428,35300,4150,70530,60360,476.37142857142857,0.8200000000000001
606,a320,34195.454545454544,35000,1780,65170,60790,474.3636363636364,0.82
607,a320,37635.294117647056,38400,1490,61160,57570,469.94117647058823,0.8198705882352941
608,a320,33575.67567567567,35800,4350,69860,59270,475.7027027027027,0.8200000000000001
609,a320,39297.4358974359,40400,2670,59150,52980,470.0,0.8199564102564103
610,a320,32561.53846153846,33400,1980,69860,64880,477.8076923076923,0.8200000000000001
611,a320,40700.0,41000,600,52460,51040,470.0,0.82
612,a320,32004.545454545456,33300,2870,72540,65320,479.0,0.82
613,a320,33060.0,34600,3170,69860,62050,476.84,0.82
614,a320,40253.846153846156,40600,1090,55140,52580,470.0,0.8199615384615384
615,a320,33135.71428571428,34500,2770,69190,62340,476.6190476190476,0.82
616,a320,32067.241379310344,33700,3560,73200,64300,478.82758620689657,0.8200000000000001
617,a320,40987.93103448276,41000,3660,53800,45810,470.0,0.8200000000000001
618,a320,35484.61538461538,36000,990,60490,58070,471.61538461538464,0.8200000000000001
619,a320,39713.95348837209,40900,2870,58480,51910,470.0,0.8199604651162791
620,a320,39866.666666666664,40400,600,53800,52370,470.0,0.82
621,a320,31837.931034482757,33400,3560,73870,64930,479.3965517241379,0.8200000000000001
622,a320,34542.5,36000,2670,65170,58720,473.65,0.82
623,a320,33168.181818181816,35100,3960,70530,60820,476.54545454545456,0.8200000000000001
624,a320,33254.166666666664,34100,1880,67850,63160,476.375,0.82
625,a320,40233.333333333336,40700,1590,55800,52140,470.0,0.8199055555555556
626,a320,40881.25,41000,3960,55140,46450,470.0,0.8200000000000001
627,a320,40014.28571428572,41000,3560,58480,50420,470.0,0.8200000000000001
628,a320,40047.619047619046,40600,1780,56470,52360,470.0,0.8199190476190475
629,a320,35440.625,38400,3860,66510,57270,472.875,0.8199671875000001
630,a320,33297.22222222222,35400,4250,70530,60130,476.30555555555554,0.8200000000000001
631,a320,31835.29411764706,33700,4060,74540,64380,479.4264705882353,0.8200000000000001
632,a320,41000.0,41000,3960,52460,43950,470.0,0.8200000000000001
